21700;42;Рыба в овощной "шубке";Рыбу нарежьте порционными кусками. Морковь натрите на терке, лук и перец нашинкуйте. Овощи соедините, добавьте сыр, зеленый горошек, майонез, перемешайте.$На противень, выстеленный фольгой, уложите куски рыбы, посолите, поперчите, сбрызните лимонным соком.$На филе уложите сырно-овощную смесь и запекайте 30 мин. при 200 градусах.$При подаче выложите рыбу с овощами на блюдо, оформите зеленью.;4;40;1;13089;2184;96;1293;3969;6776;1190;11496;16;9;;;;;;;;;;;;
21701;42;Рыба с цитрусовыми;Морковь и кабачки нарежьте тонкими полосками или кружочками$разложите на 4 лист. фольги, смазанных маслом. На каждый уложите по филе, полейте вином, посолите, поперчите, посыпьте их тертым имбирем, сверху положите по ломт.у апельсина и лим., вет. кинзы.$Фольгу заверните так, чтобы получились "мешочки". Поместите их на 25 мин. в духовку, разогретую до 190 С.$При подаче "мешочки" разверните.;4;45;5;13694;2561;44;14778;2693;14779;14640;;;;;;;;;;;;;;;
21702;42;Рыбное ассорти "Три рыбки";Рыбу разделываем на порционные куски, обваливаем в муке и обжариваем с двух сторон.$Лук режем полукольцами, морковь трем на крупной терке и смешиваем руками с травами, соком лим. и соевым соусом.$Укладываем рыбу в стеклянный или керамический сотейник с крышкой послойно, чередуя с овощами. Ставим в духовку и готовим 45 при 150 градусах.;;;14;14780;14781;14782;4;2961;1556;116;117;2026;2294;890;607;3989;1602;47;38;6;;;;;
21703;42;Хе из красной рыбы;С кеты снять шкуру, очистить от костей и пленок так, чтобы получилось филе. Кусочки филе нарезать соломкой толщиной 1 см. Выложить рыбу в миску, посолить, поперчить, сбрызнуть уксусом. Если кислотность повышена, уксус можно заменить лимонным соком.$На раскаленную сковороду налить растительное масло и выложить нарезанный полукольцами репчатый лук. Припустить лук так, чтобы он побелел и выложить лук вместе с растительным маслом в миску с рыбой.;;;5;14783;2;9;321;912;4;11;;;;;;;;;;;;;;;
21704;42;Судак по-польски;Судак нарезать кусками и отварить.$Приготовить соус: сливочное масло растопить, добавить яйца и пару капель лимонного сока. Рыбу выложить на блюдо. Подливку подать отдельно или вылить на порцию.;;;1;13192;2687;1134;117;;;;;;;;;;;;;;;;;;
21705;42;Семга на гриле;Рыбу нарезать на небольшие квадратики (1,5-2 см.), сбрызнуть соком лим., залить соевым соусом и поперчить. Дать настояться 2 часа.$Затем нанизать кусочки на шпажки и обжаривать на гриле со всех сторон. Выложить шпажки на тарелку посыпав зеленью.;;;1;14784;116;16;103;2294;;;;;;;;;;;;;;;;;
21708;43;Харчо из курицы;Подготовленную курицу промойте и разрубите на кусочки массой 30-40 г Залейте 4 л воды, доведите до кипения, снимите пену и варите при умеренном нагреве. За 15 мин. до готовности добавьте мелко нашинкованный лук.$Помидоры ошпарьте кипятком, протрите через мелкое сито и проварите в течение 10 мин.$Орехи, чеснок, кинзу, сельдерей пропустите через мясорубку. Добавьте перец и шафран, посолите, соедините с помидорами и проварите еще 5 мин.$Полученную заправку введите в суп, доведите до кипения и варите 5 мин.$При подаче посыпьте рубленой зеленью.$;6;;1;15966;4137;174;894;5324;9569;15967;14164;259;9;;;;;;;;;;;;
21709;42;Форель с орехами;1. Форель нарежьте порционными кусками, залейте горячей водой, доведите ее до кипения, снимите пену. К форели добавьте лук и корень петрушки, перец горошком, лавровый лист, посолите и варите рыбу до готовности.$2. Для соуса орехи порубите и разотрите в ступке вместе с чесноком и солью.$3. Ореховую смесь поперчите, разведите горячим бульоном или водой.$4. При подаче выложите рыбу на блюдо, оформите зеленью. Ореховый соус подайте отдельно.;4;40;1;14785;2;421;14786;716;9;1637;4268;335;14787;259;9;;;;;;;;;;
21712;42;Рыбное сациви;1. Рыбу нарежьте порционными кусками, посолите, поперчите.$2. Жарьте рыбу на масле до образования золотистой корочки, охладите.$3. Для соуса орехи, чеснок и кинзу измельчите блендером, добавьте пряности, посолите, перемешайте.$4. Готовый соус разведите холодной кипяченой водой и взбивайте еще минуту.$5. Перед подачей рыбу уложите в глубокую тарелку, залейте соусом и выдержите не менее 8 часов. Подавайте, оформите зернами граната и зеленью.;4;;1;14788;11;11355;12933;335;14164;895;14789;16;9;;;;;;;;;;;;
21713;42;Рыба по-охотски;1. Филе уложите в форму, смазанную маслом.$2. Лук нарежьте кольцами, выложите на рыбу, посолите, поперчите.$3. Яйца взбейте с молоком, посолите. Залейте рыбу яичной смесью.$4. Запекайте при 180С, пока омлетная смесь не загустеет.$5. Уложите на рыбу помидоры, нарезанные кружочками.$6. Посыпьте помидоры тертым сыром и запекайте еще 15-20 мин.$7. При подаче готовое блюдо оформите зеленью.;2;55;1;9132;872;2;146;145;1678;106;16;9;;;;;;;;;;;;;
