1;г
2;голов.
3;стак.
4;шт
5;ст.л.
6;дол.
7;кг
8;клуб.
9;ч.л.
10;ломт.
11;мякоть
12;струч.
13;лим.
14;л
15;зуб.
16;для оформления
17;лук
18;щеп.
19;ст.
20;для гарнира
21;кус.
22;для жаренья
23;апельсин
24;эскалопа
25;пуч.
26;мл
27;горошин
28;кружка
29;на кончике ножа
30;для соуса
31;бут.
32;гор.
33;кочан
34;молотый
35;лист.
36;колбаски
37;зерн.
38;бутылки
39;корень
40;отбивные
41;банка
42;ребрышек с мякотью
43;несколько вет.
44;вет.
45;отбивных
46;капли
47;1
48;зерна
49;лопатка или окорок молодого барашка
50;перышка
51;для фарша
52;верхушка
53;1/2
54;стеб.
55;перьев
56;см
57;палочка
58;пера
59;ложки
60;3/4 л
61;кружочка
62;булки
63;мелкозуб.
64;5 ст.л.
65;1/2 кг
66;кубик
67;плода
68;плод
69;4 шт
70;початка
71;лист
72;кочана
73;чаш.
74;корня
75;тушки
76;пакетик
77;уп.
78;гр
79;перо
80;для украшения
81;несколько дол.
82;несколько ст.л.
83;бутылка
84;150
85;м
86;ст.л. + 1 ч.л.
87;бокала
88;бокал
89;пакетика
90;шляпки
91;по 0,02 г
92;куска
93;пачки
94;соцветий
95;для смазывания формы
96;кубика
97;пакет
98;стак., смешанная с 2 ст.л. лимонного сока
99;для фритюра
100;для смазывания противня
101;грудки
102;кг или кролик - 1,3 кг
103;куриные грудки без костей - 2 шт
104;4
105;шт и для фарша - 1 шт вареное
106;гуляш - 1 кг
107;красный, желтый - x2 струч.
108;вешенки - 200 г
109;на 1/2 ст. бульона
110;ст.л. и для лепешек - 1 ч.л.
111;2
112;на гарнир
113;среднего лим.
114;тонко нарезанный
115;стак. для риса - 4 ч.л.
116;рюмка
117;3 кг
118;4 зуб.
119;долька
120;400 г
121;гроздь
122;филе
123;шницеля
124;порошок - 1 ч.л.
125;3/4 стак.
126;по вусу
127;зелень
128;банки
129;несколько капель
130;размолотых горошин
131;баночка
132;ст л
133;гвоздиков
134;тушка
135;тонких кружочков
136;кончика ножа
137;3
138;ст.л. + 2 ч.л.
139;для теста и жаренья
140;x1 см
141;абакаши, слива, вишня, инжир, садовая земляника, персик)
142;несколько лист.
143;для обжаривания
144;самос - 250 мл
145;кружочков
146;4 вет.
147;початков
148;10-15
149;перышек
150;вилка
151;1/3 чаш.
152;тушка около 1,5 кг
153;по желанию
154;для смазывания
155;средних
156;голов. крупные
157;луковая шелуха (для цвета)
158;несколько зерен
159;8
160;несколько горошин
161;пачка
162;5
163;20
164;ст.л. для начинки из икры для начинки из сардин - 1 ст.л.
165;350(мякоть) - 400 г
166;широких ломт.
167;филеса кожей - 400 г
168;г ядер
169;г для соуса - 10 г
170;шт и вареное - 1 шт
171;кружочков и фета 150 г
172;ягод
173;салями, ветчина, буженина, корейка копченая, вареный язык, копченая курица и другие) - 1-1,5 кг
174;половинки
175;ядер
176;булка
177;капель
178;тонких кус.
179;ч.л. или или соус табаско - 5 капель
180;4 ч.л.
181;кочешка
182;голов., мелконарезанные
183;ст.л. семян
184;куска по 150 г
185;крупных лист.
186;ломт. по 15 г
187;длинных ломт.
188;кусков
189;ягод, разрезанных пополам
190;баночка (380 г)
191;кусок
192;пачка (250 г)
193;полоски длиной 5 см и шириной 0,5 см
194;крупных шариков
195;ложка на 1/2 стак. воды
196;кг (6 шт)
197;от 15 голов.
198;1/4ч. ложки
199;л.
200;1/3 стак.
201;1/2 стак.
202;круглых клуб.
203;ст .ложки
204;клубень
205;для жарки
206;для подачи
207;3%-й
208;г (80 г - жарень
209;кочешков
210;для оформления - 1 шт
211;широкие тонкие ломтики - 8 шт
212;г, белые - 300 г, подосиновики - 200 г
213;рыхлый кочан
214;1/4
215;6
216;горсть свежих или 3 ст.л. сушеных цветков
217;г (без костей)
218;ст.л. рубленой зелени
219;струч., желтый и зеленый - x1 струч.
220;кочанчика
221;вилок
222;вареная мякоть - 250 г
223;г, для маринада - 1 голов.
224;кочан или капуста Романеско - 800 г
225;измельченное филе - 40 г
226;ст.л. для обжаривания, для начинки - 3 ст.л.
227;куска вырезки (500 г)
228;ст.л. и вет. для оформления
229;пучков
230;шт для пирожков, 1/4 шт - для смазки
231;небольшой кабачок
232;обжаренных ломт.
233;мелко рубленная маленькая лук
234;пуч. зелени
235;г зерен
236;стак. для жарки, 1-2 ст.л. - для теста, 2 ст.л. - для соуса
237;стак. для теста, 4 ст.л. - для соуса
238;большие голов.
239;шт или томат-паста - 3 ст.л.
240;ст.л. для жарки и 2 ст.л. - для начинки
241;сальвия и розмарин в порошке
242;г толстых ломт.
243;г, томатный соус - 125 мл
244;шт и взбитое - 1 шт
245;батун - 2 шт
246;г побегов
247;мл, семена черной горчицы - 5 г
248;шт, мука - 200 г
249;мл, рыбная глазурь - 1 ст.л.
250;палочки, тамаринд - 5 ч.л.
251;шт, котлеты - 4 шт
252;шт, растворенные в 700 мл кипятка
253;ст.л. порошка
254;маленьких голов.
255;рюмки
256;пластин
257;полосок
258;г, сыр - 50 г
259;по щеп.
260;кг 100г
261;1/4 стак.
262;6 кг
263;ст. ложкка
264;звездочек
265;одного лайма
266;лим. тертая
267;лайма
268;яиц
269;мл.
270;банки без заливки
271;шт (по числу гостей)
272;коробочка
273;небольшой
274;на гостя
275;стак. + 5 стак.
276;полоски
277;несколько кусков
278;полоски шириной 1 см
279;крупный кочан
280;корней
281;0,5 ст.л.
282;4 ломт.
283;x1/2
284;мл и для теста - 10 мл
285;г и для клецек - 5 г
286;грамм
287;мл и для бульона - 520 мл
288;куриный
289;стфкана
290;шт или 3-4 стеб.
291;л и 800 г
292;головкb
293;треугольных ломт.
294;почки
295;филе по 100 г
